Unnamed: 0,db_id,query,question,query_toks,query_toks_no_value,question_toks,context
4282,club_1,"SELECT clubdesc FROM club WHERE clubname  =  ""Pen and Paper Gaming""","Find the description of the club ""Pen and Paper Gaming"".","['SELECT' 'clubdesc' 'FROM' 'club' 'WHERE' 'clubname' '=' '``' 'Pen' 'and'
 'Paper' 'Gaming' ""''""]",['select' 'clubdesc' 'from' 'club' 'where' 'clubname' '=' 'value'],"['Find' 'the' 'description' 'of' 'the' 'club' '``' 'Pen' 'and' 'Paper'
 'Gaming' ""''"" '.']","['CREATE TABLE Student ( StuID INTEGER PRIMARY KEY, LName VARCHAR(12), Fname VARCHAR(12), Age INTEGER, Sex VARCHAR(1), Major INTEGER, Advisor INTEGER, city_code VARCHAR(3) )', 'CREATE TABLE Club ( ClubID INTEGER PRIMARY KEY, ClubName VARCHAR(40), ClubDesc VARCHAR(1024), ClubLocation VARCHAR(40) )', 'CREATE TABLE Member_of_club ( StuID INTEGER, ClubID INTEGER, Position VARCHAR(40), FOREIGN KEY(StuID) REFERENCES Student(StuID), FOREIGN KEY(ClubID) REFERENCES Club(ClubID) )']"
1238,apartment_rentals,SELECT T1.facility_code FROM Apartment_Facilities AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.bedroom_count  >  4,Show the facility codes of apartments with more than 4 bedrooms.,"['SELECT' 'T1.facility_code' 'FROM' 'Apartment_Facilities' 'AS' 'T1'
 'JOIN' 'Apartments' 'AS' 'T2' 'ON' 'T1.apt_id' '=' 'T2.apt_id' 'WHERE'
 'T2.bedroom_count' '>' '4']","['select' 't1' '.' 'facility_code' 'from' 'apartment_facilities' 'as' 't1'
 'join' 'apartments' 'as' 't2' 'on' 't1' '.' 'apt_id' '=' 't2' '.'
 'apt_id' 'where' 't2' '.' 'bedroom_count' '>' 'value']","['Show' 'the' 'facility' 'codes' 'of' 'apartments' 'with' 'more' 'than'
 '4' 'bedrooms' '.']","['CREATE TABLE Apartment_Buildings ( building_id INTEGER NOT NULL, building_short_name CHAR(15), building_full_name VARCHAR(80), building_description VARCHAR(255), building_address VARCHAR(255), building_manager VARCHAR(50), building_phone VARCHAR(80), PRIMARY KEY (building_id), UNIQUE (building_id) )', 'CREATE TABLE Apartments ( apt_id INTEGER NOT NULL , building_id INTEGER NOT NULL, apt_type_code CHAR(15), apt_number CHAR(10), bathroom_count INTEGER, bedroom_count INTEGER, room_count CHAR(5), PRIMARY KEY (apt_id), UNIQUE (apt_id), FOREIGN KEY (building_id) REFERENCES Apartment_Buildings (building_id) )', 'CREATE TABLE Apartment_Facilities ( apt_id INTEGER NOT NULL, facility_code CHAR(15) NOT NULL, PRIMARY KEY (apt_id, facility_code), FOREIGN KEY (apt_id) REFERENCES Apartments (apt_id) )', 'CREATE TABLE Guests ( guest_id INTEGER NOT NULL , gender_code CHAR(1), guest_first_name VARCHAR(80), guest_last_name VARCHAR(80), date_of_birth DATETIME, PRIMARY KEY (guest_id), UNIQUE (guest_id) )', 'CREATE TABLE Apartment_Bookings ( apt_booking_id INTEGER NOT NULL, apt_id INTEGER, guest_id INTEGER NOT NULL, booking_status_code CHAR(15) NOT NULL, booking_start_date DATETIME, booking_end_date DATETIME, PRIMARY KEY (apt_booking_id), UNIQUE (apt_booking_id), FOREIGN KEY (apt_id) REFERENCES Apartments (apt_id), FOREIGN KEY (guest_id) REFERENCES Guests (guest_id) )', 'CREATE TABLE View_Unit_Status ( apt_id INTEGER, apt_booking_id INTEGER, status_date DATETIME NOT NULL, available_yn BIT, PRIMARY KEY (status_date), FOREIGN KEY (apt_id) REFERENCES Apartments (apt_id), FOREIGN KEY (apt_booking_id) REFERENCES Apartment_Bookings (apt_booking_id) )']"
1138,climbing,"SELECT Country ,  COUNT(*) FROM climber GROUP BY Country",Please show the countries and the number of climbers from each country.,"['SELECT' 'Country' ',' 'COUNT' '(' '*' ')' 'FROM' 'climber' 'GROUP' 'BY'
 'Country']","['select' 'country' ',' 'count' '(' '*' ')' 'from' 'climber' 'group' 'by'
 'country']","['Please' 'show' 'the' 'countries' 'and' 'the' 'number' 'of' 'climbers'
 'from' 'each' 'country' '.']","['CREATE TABLE ""mountain"" ( ""Mountain_ID"" int, ""Name"" text, ""Height"" real, ""Prominence"" real, ""Range"" text, ""Country"" text, PRIMARY KEY (""Mountain_ID"") )', 'CREATE TABLE ""climber"" ( ""Climber_ID"" int, ""Name"" text, ""Country"" text, ""Time"" text, ""Points"" real, ""Mountain_ID"" int, PRIMARY KEY (""Climber_ID""), FOREIGN KEY (""Mountain_ID"") REFERENCES ""mountain""(""Mountain_ID"") )']"
5710,dorm_1,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name,List in alphabetic order all different amenities.,['SELECT' 'amenity_name' 'FROM' 'dorm_amenity' 'ORDER' 'BY' 'amenity_name'],['select' 'amenity_name' 'from' 'dorm_amenity' 'order' 'by' 'amenity_name'],['List' 'in' 'alphabetic' 'order' 'all' 'different' 'amenities' '.'],"['CREATE TABLE Student ( StuID INTEGER PRIMARY KEY, LName VARCHAR(12), Fname VARCHAR(12), Age INTEGER, Sex VARCHAR(1), Major INTEGER, Advisor INTEGER, city_code VARCHAR(3) )', 'CREATE TABLE Dorm ( dormid INTEGER, dorm_name VARCHAR(20), student_capacity INTEGER, gender VARCHAR(1) )', 'CREATE TABLE Dorm_amenity ( amenid INTEGER, amenity_name VARCHAR(25) )', 'CREATE TABLE Has_amenity ( dormid INTEGER, amenid INTEGER, FOREIGN KEY (dormid) REFERENCES `Dorm`(dormid), FOREIGN KEY (amenid) REFERENCES `Dorm_amenity`(amenid) )', 'CREATE TABLE Lives_in ( stuid INTEGER, dormid INTEGER, room_number INTEGER, FOREIGN KEY (stuid) REFERENCES `Student`(StuID), FOREIGN KEY (dormid) REFERENCES `Dorm`(dormid) )']"
3462,hr_1,"SELECT T1.employee_id ,  T4.country_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id JOIN countries AS T4 ON T3.country_id  =  T4.country_id",What are all the employee ids and the names of the countries in which they work?,"['SELECT' 'T1.employee_id' ',' 'T4.country_name' 'FROM' 'employees' 'AS'
 'T1' 'JOIN' 'departments' 'AS' 'T2' 'ON' 'T1.department_id' '='
 'T2.department_id' 'JOIN' 'locations' 'AS' 'T3' 'ON' 'T2.location_id' '='
 'T3.location_id' 'JOIN' 'countries' 'AS' 'T4' 'ON' 'T3.country_id' '='
 'T4.country_id']","['select' 't1' '.' 'employee_id' ',' 't4' '.' 'country_name' 'from'
 'employees' 'as' 't1' 'join' 'departments' 'as' 't2' 'on' 't1' '.'
 'department_id' '=' 't2' '.' 'department_id' 'join' 'locations' 'as' 't3'
 'on' 't2' '.' 'location_id' '=' 't3' '.' 'location_id' 'join' 'countries'
 'as' 't4' 'on' 't3' '.' 'country_id' '=' 't4' '.' 'country_id']","['What' 'are' 'all' 'the' 'employee' 'ids' 'and' 'the' 'names' 'of' 'the'
 'countries' 'in' 'which' 'they' 'work' '?']","['CREATE TABLE `regions` ( `REGION_ID` decimal(5,0) NOT NULL, `REGION_NAME` varchar(25) DEFAULT NULL, PRIMARY KEY (`REGION_ID`) )', 'CREATE TABLE `countries` ( `COUNTRY_ID` varchar(2) NOT NULL, `COUNTRY_NAME` varchar(40) DEFAULT NULL, `REGION_ID` decimal(10,0) DEFAULT NULL, PRIMARY KEY (`COUNTRY_ID`), FOREIGN KEY (`REGION_ID`) REFERENCES regions (`REGION_ID`) )', ""CREATE TABLE `departments` ( `DEPARTMENT_ID` decimal(4,0) NOT NULL DEFAULT '0', `DEPARTMENT_NAME` varchar(30) NOT NULL, `MANAGER_ID` decimal(6,0) DEFAULT NULL, `LOCATION_ID` decimal(4,0) DEFAULT NULL, PRIMARY KEY (`DEPARTMENT_ID`) )"", ""CREATE TABLE `jobs` ( `JOB_ID` varchar(10) NOT NULL DEFAULT '', `JOB_TITLE` varchar(35) NOT NULL, `MIN_SALARY` decimal(6,0) DEFAULT NULL, `MAX_SALARY` decimal(6,0) DEFAULT NULL, PRIMARY KEY (`JOB_ID`) )"", ""CREATE TABLE `employees` ( `EMPLOYEE_ID` decimal(6,0) NOT NULL DEFAULT '0', `FIRST_NAME` varchar(20) DEFAULT NULL, `LAST_NAME` varchar(25) NOT NULL, `EMAIL` varchar(25) NOT NULL, `PHONE_NUMBER` varchar(20) DEFAULT NULL, `HIRE_DATE` date NOT NULL, `JOB_ID` varchar(10) NOT NULL, `SALARY` decimal(8,2) DEFAULT NULL, `COMMISSION_PCT` decimal(2,2) DEFAULT NULL, `MANAGER_ID` decimal(6,0) DEFAULT NULL, `DEPARTMENT_ID` decimal(4,0) DEFAULT NULL, PRIMARY KEY (`EMPLOYEE_ID`), FOREIGN KEY (`DEPARTMENT_ID`) REFERENCES departments(`DEPARTMENT_ID`), FOREIGN KEY (`JOB_ID`) REFERENCES jobs(`JOB_ID`) )"", 'CREATE TABLE `job_history` ( `EMPLOYEE_ID` decimal(6,0) NOT NULL, `START_DATE` date NOT NULL, `END_DATE` date NOT NULL, `JOB_ID` varchar(10) NOT NULL, `DEPARTMENT_ID` decimal(4,0) DEFAULT NULL, PRIMARY KEY (`EMPLOYEE_ID`,`START_DATE`), FOREIGN KEY (`EMPLOYEE_ID`) REFERENCES employees(`EMPLOYEE_ID`), FOREIGN KEY (`DEPARTMENT_ID`) REFERENCES departments(`DEPARTMENT_ID`), FOREIGN KEY (`JOB_ID`) REFERENCES jobs(`JOB_ID`) )', ""CREATE TABLE `locations` ( `LOCATION_ID` decimal(4,0) NOT NULL DEFAULT '0', `STREET_ADDRESS` varchar(40) DEFAULT NULL, `POSTAL_CODE` varchar(12) DEFAULT NULL, `CITY` varchar(30) NOT NULL, `STATE_PROVINCE` varchar(25) DEFAULT NULL, `COUNTRY_ID` varchar(2) DEFAULT NULL, PRIMARY KEY (`LOCATION_ID`), FOREIGN KEY (`COUNTRY_ID`) REFERENCES countries(`COUNTRY_ID`) )""]"
3885,insurance_policies,SELECT DISTINCT customer_details FROM Customers,Return the distinct customer details.,['SELECT' 'DISTINCT' 'customer_details' 'FROM' 'Customers'],['select' 'distinct' 'customer_details' 'from' 'customers'],['Return' 'the' 'distinct' 'customer' 'details' '.'],"['CREATE TABLE Customers ( Customer_ID INTEGER NOT NULL, Customer_Details VARCHAR(255) NOT NULL, PRIMARY KEY (Customer_ID) )', 'CREATE TABLE Customer_Policies ( Policy_ID INTEGER NOT NULL, Customer_ID INTEGER NOT NULL, Policy_Type_Code CHAR(15) NOT NULL, Start_Date DATE, End_Date DATE, PRIMARY KEY (Policy_ID), FOREIGN KEY (Customer_ID) REFERENCES Customers (Customer_ID) )', 'CREATE TABLE Claims ( Claim_ID INTEGER NOT NULL, Policy_ID INTEGER NOT NULL, Date_Claim_Made DATE, Date_Claim_Settled DATE, Amount_Claimed INTEGER, Amount_Settled INTEGER, PRIMARY KEY (Claim_ID), FOREIGN KEY (Policy_ID) REFERENCES Customer_Policies (Policy_ID) )', 'CREATE TABLE Settlements ( Settlement_ID INTEGER NOT NULL, Claim_ID INTEGER NOT NULL, Date_Claim_Made DATE, Date_Claim_Settled DATE, Amount_Claimed INTEGER, Amount_Settled INTEGER, Customer_Policy_ID INTEGER NOT NULL, PRIMARY KEY (Settlement_ID), FOREIGN KEY (Claim_ID) REFERENCES Claims (Claim_ID) )', 'CREATE TABLE Payments ( Payment_ID INTEGER NOT NULL, Settlement_ID INTEGER NOT NULL, Payment_Method_Code VARCHAR(255), Date_Payment_Made DATE, Amount_Payment INTEGER, PRIMARY KEY (Payment_ID), FOREIGN KEY (Settlement_ID) REFERENCES Settlements (Settlement_ID) )']"
3707,baseball_1,SELECT city FROM park GROUP BY city HAVING count(*) BETWEEN 2 AND 4;,Which cities have 2 to 4 parks?,"['SELECT' 'city' 'FROM' 'park' 'GROUP' 'BY' 'city' 'HAVING' 'count' '('
 '*' ')' 'BETWEEN' '2' 'AND' '4' ';']","['select' 'city' 'from' 'park' 'group' 'by' 'city' 'having' 'count' '('
 '*' ')' 'between' 'value' 'and' 'value']",['Which' 'cities' 'have' '2' 'to' '4' 'parks' '?'],"['CREATE TABLE all_star ( player_id TEXT, year INTEGER, game_num INTEGER, game_id TEXT, team_id TEXT, league_id TEXT, gp NUMERIC, starting_pos NUMERIC, foreign key (player_id) references player(player_id) )', 'CREATE TABLE appearances ( year INTEGER, team_id TEXT, league_id TEXT, player_id TEXT, g_all NUMERIC, gs NUMERIC, g_batting INTEGER, g_defense NUMERIC, g_p INTEGER, g_c INTEGER, g_1b INTEGER, g_2b INTEGER, g_3b INTEGER, g_ss INTEGER, g_lf INTEGER, g_cf INTEGER, g_rf INTEGER, g_of INTEGER, g_dh NUMERIC, g_ph NUMERIC, g_pr NUMERIC, foreign key (team_id) references team(team_id), foreign key (player_id) references player(player_id) )', 'CREATE TABLE manager_award ( player_id TEXT, award_id TEXT, year INTEGER, league_id TEXT, tie TEXT, notes NUMERIC, foreign key (player_id) references player(player_id) )', 'CREATE TABLE player_award ( player_id TEXT, award_id TEXT, year INTEGER, league_id TEXT, tie TEXT, notes TEXT, foreign key (player_id) references player(player_id) )', 'CREATE TABLE manager_award_vote ( award_id TEXT, year INTEGER, league_id TEXT, player_id TEXT, points_won INTEGER, points_max INTEGER, votes_first INTEGER)', 'CREATE TABLE player_award_vote ( award_id TEXT, year INTEGER, league_id TEXT, player_id TEXT, points_won NUMERIC, points_max INTEGER, votes_first NUMERIC, foreign key (player_id) references player(player_id) )', 'CREATE TABLE batting ( player_id TEXT, year INTEGER, stint INTEGER, team_id TEXT, league_id TEXT, g INTEGER, ab NUMERIC, r NUMERIC, h NUMERIC, double NUMERIC, triple NUMERIC, hr NUMERIC, rbi NUMERIC, sb NUMERIC, cs NUMERIC, bb NUMERIC, so NUMERIC, ibb NUMERIC, hbp NUMERIC, sh NUMERIC, sf NUMERIC, g_idp NUMERIC, foreign key (player_id) references player(player_id) )', 'CREATE TABLE batting_postseason ( year INTEGER, round TEXT, player_id TEXT, team_id TEXT, league_id TEXT, g INTEGER, ab INTEGER, r INTEGER, h INTEGER, double INTEGER, triple INTEGER, hr INTEGER, rbi INTEGER, sb INTEGER, cs NUMERIC, bb INTEGER, so INTEGER, ibb NUMERIC, hbp NUMERIC, sh NUMERIC, sf NUMERIC, g_idp NUMERIC, foreign key (player_id) references player(player_id), foreign key (team_id) references team(team_id) )', 'CREATE TABLE player_college ( player_id TEXT, college_id TEXT, year INTEGER, foreign key (player_id) references player(player_id), foreign key (college_id) references college(college_id) )', 'CREATE TABLE fielding ( player_id TEXT, year INTEGER, stint INTEGER, team_id TEXT, league_id TEXT, pos TEXT, g INTEGER, gs NUMERIC, inn_outs NUMERIC, po NUMERIC, a NUMERIC, e NUMERIC, dp NUMERIC, pb NUMERIC, wp NUMERIC, sb NUMERIC, cs NUMERIC, zr NUMERIC, foreign key (player_id) references player(player_id) )', 'CREATE TABLE fielding_outfield ( player_id TEXT, year INTEGER, stint INTEGER, glf NUMERIC, gcf NUMERIC, grf NUMERIC, foreign key (player_id) references player(player_id) )', 'CREATE TABLE fielding_postseason ( player_id TEXT, year INTEGER, team_id TEXT, league_id TEXT, round TEXT, pos TEXT, g INTEGER, gs NUMERIC, inn_outs NUMERIC, po INTEGER, a INTEGER, e INTEGER, dp INTEGER, tp INTEGER, pb NUMERIC, sb NUMERIC, cs NUMERIC, foreign key (player_id) references player(player_id), foreign key (team_id) references player(team_id) )', 'CREATE TABLE hall_of_fame ( player_id TEXT, yearid INTEGER, votedby TEXT, ballots NUMERIC, needed NUMERIC, votes NUMERIC, inducted TEXT, category TEXT, needed_note TEXT, foreign key (player_id) references player(player_id) )', 'CREATE TABLE home_game ( year INTEGER, league_id TEXT, team_id TEXT, park_id TEXT, span_first TEXT, span_last TEXT, games INTEGER, openings INTEGER, attendance INTEGER, foreign key (team_id) references team(team_id), foreign key (park_id) references park(park_id) )', 'CREATE TABLE manager ( player_id TEXT, year INTEGER, team_id TEXT, league_id TEXT, inseason INTEGER, g INTEGER, w INTEGER, l INTEGER, rank NUMERIC, plyr_mgr TEXT, foreign key (team_id) references team(team_id) )', 'CREATE TABLE manager_half ( player_id TEXT, year INTEGER, team_id TEXT, league_id TEXT, inseason INTEGER, half INTEGER, g INTEGER, w INTEGER, l INTEGER, rank INTEGER, foreign key (team_id) references team(team_id) )', 'CREATE TABLE player ( player_id TEXT, birth_year NUMERIC, birth_month NUMERIC, birth_day NUMERIC, birth_country TEXT, birth_state TEXT, birth_city TEXT, death_year NUMERIC, death_month NUMERIC, death_day NUMERIC, death_country TEXT, death_state TEXT, death_city TEXT, name_first TEXT, name_last TEXT, name_given TEXT, weight NUMERIC, height NUMERIC, bats TEXT, throws TEXT, debut TEXT, final_game TEXT, retro_id TEXT, bbref_id TEXT)', 'CREATE TABLE park ( park_id TEXT, park_name TEXT, park_alias TEXT, city TEXT, state TEXT, country TEXT)', 'CREATE TABLE pitching ( player_id TEXT, year INTEGER, stint INTEGER, team_id TEXT, league_id TEXT, w INTEGER, l INTEGER, g INTEGER, gs INTEGER, cg INTEGER, sho INTEGER, sv INTEGER, ipouts NUMERIC, h INTEGER, er INTEGER, hr INTEGER, bb INTEGER, so INTEGER, baopp NUMERIC, era NUMERIC, ibb NUMERIC, wp NUMERIC, hbp NUMERIC, bk INTEGER, bfp NUMERIC, gf NUMERIC, r INTEGER, sh NUMERIC, sf NUMERIC, g_idp NUMERIC)', 'CREATE TABLE pitching_postseason ( player_id TEXT, year INTEGER, round TEXT, team_id TEXT, league_id TEXT, w INTEGER, l INTEGER, g INTEGER, gs INTEGER, cg INTEGER, sho INTEGER, sv INTEGER, ipouts INTEGER, h INTEGER, er INTEGER, hr INTEGER, bb INTEGER, so INTEGER, baopp TEXT, era NUMERIC, ibb NUMERIC, wp NUMERIC, hbp NUMERIC, bk NUMERIC, bfp NUMERIC, gf INTEGER, r INTEGER, sh NUMERIC, sf NUMERIC, g_idp NUMERIC)', 'CREATE TABLE salary ( year INTEGER, team_id TEXT, league_id TEXT, player_id TEXT, salary INTEGER)', 'CREATE TABLE college ( college_id TEXT, name_full TEXT, city TEXT, state TEXT, country TEXT)', 'CREATE TABLE postseason ( year INTEGER, round TEXT, team_id_winner TEXT, league_id_winner TEXT, team_id_loser TEXT, league_id_loser TEXT, wins INTEGER, losses INTEGER, ties INTEGER)', 'CREATE TABLE team ( year INTEGER, league_id TEXT, team_id TEXT, franchise_id TEXT, div_id TEXT, rank INTEGER, g INTEGER, ghome NUMERIC, w INTEGER, l INTEGER, div_win TEXT, wc_win TEXT, lg_win TEXT, ws_win TEXT, r INTEGER, ab INTEGER, h INTEGER, double INTEGER, triple INTEGER, hr INTEGER, bb INTEGER, so NUMERIC, sb NUMERIC, cs NUMERIC, hbp NUMERIC, sf NUMERIC, ra INTEGER, er INTEGER, era NUMERIC, cg INTEGER, sho INTEGER, sv INTEGER, ipouts INTEGER, ha INTEGER, hra INTEGER, bba INTEGER, soa INTEGER, e INTEGER, dp NUMERIC, fp NUMERIC, name TEXT, park TEXT, attendance NUMERIC, bpf INTEGER, ppf INTEGER, team_id_br TEXT, team_id_lahman45 TEXT, team_id_retro TEXT)', 'CREATE TABLE team_franchise ( franchise_id TEXT, franchise_name TEXT, active TEXT, na_assoc TEXT)', 'CREATE TABLE team_half ( year INTEGER, league_id TEXT, team_id TEXT, half INTEGER, div_id TEXT, div_win TEXT, rank INTEGER, g INTEGER, w INTEGER, l INTEGER)']"
3077,loan_1,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",What are the names and cities of bank branches that offer loans for business?,"['SELECT' 'T1.bname' ',' 'T1.city' 'FROM' 'bank' 'AS' 'T1' 'JOIN' 'loan'
 'AS' 'T2' 'ON' 'T1.branch_id' '=' 'T2.branch_id' 'WHERE' 'T2.loan_type'
 '=' ""'Business"" ""'""]","['select' 't1' '.' 'bname' ',' 't1' '.' 'city' 'from' 'bank' 'as' 't1'
 'join' 'loan' 'as' 't2' 'on' 't1' '.' 'branch_id' '=' 't2' '.'
 'branch_id' 'where' 't2' '.' 'loan_type' '=' 'value']","['What' 'are' 'the' 'names' 'and' 'cities' 'of' 'bank' 'branches' 'that'
 'offer' 'loans' 'for' 'business' '?']","['CREATE TABLE bank ( branch_ID int PRIMARY KEY, bname varchar(20), no_of_customers int, city varchar(10), state varchar(20))', 'CREATE TABLE customer ( cust_ID varchar(3) PRIMARY KEY, cust_name varchar(20), acc_type char(1), acc_bal int, no_of_loans int, credit_score int, branch_ID int, state varchar(20), FOREIGN KEY(branch_ID) REFERENCES bank(branch_ID))', 'CREATE TABLE loan ( loan_ID varchar(3) PRIMARY KEY, loan_type varchar(15), cust_ID varchar(3), branch_ID varchar(3), amount int, FOREIGN KEY(branch_ID) REFERENCES bank(branch_ID), FOREIGN KEY(Cust_ID) REFERENCES customer(Cust_ID))']"
5471,voter_2,"SELECT DISTINCT President_Vote ,  VICE_President_Vote FROM VOTING_RECORD",List all the distinct president votes and the vice president votes.,"['SELECT' 'DISTINCT' 'President_Vote' ',' 'VICE_President_Vote' 'FROM'
 'VOTING_RECORD']","['select' 'distinct' 'president_vote' ',' 'vice_president_vote' 'from'
 'voting_record']","['List' 'all' 'the' 'distinct' 'president' 'votes' 'and' 'the' 'vice'
 'president' 'votes' '.']","['CREATE TABLE Student ( StuID INTEGER PRIMARY KEY, LName VARCHAR(12), Fname VARCHAR(12), Age INTEGER, Sex VARCHAR(1), Major INTEGER, Advisor INTEGER, city_code VARCHAR(3) )', 'CREATE TABLE Voting_record ( StuID INTEGER, Registration_Date VARCHAR(12), Election_Cycle VARCHAR(12), President_Vote INTEGER, Vice_President_Vote INTEGER, Secretary_Vote INTEGER, Treasurer_Vote INTEGER, Class_President_Vote INTEGER, Class_Senator_Vote INTEGER, FOREIGN KEY(StuID) REFERENCES Student(StuID), FOREIGN KEY(President_Vote) REFERENCES Student(StuID), FOREIGN KEY(Vice_President_Vote) REFERENCES Student(StuID), FOREIGN KEY(Secretary_Vote) REFERENCES Student(StuID), FOREIGN KEY(Treasurer_Vote) REFERENCES Student(StuID), FOREIGN KEY(Class_President_Vote) REFERENCES Student(StuID), FOREIGN KEY(Class_Senator_Vote) REFERENCES Student(StuID) )']"
2047,party_people,SELECT minister FROM party WHERE took_office  >  1961 OR took_office  <  1959,Show the minister who took office after 1961 or before 1959.,"['SELECT' 'minister' 'FROM' 'party' 'WHERE' 'took_office' '>' '1961' 'OR'
 'took_office' '<' '1959']","['select' 'minister' 'from' 'party' 'where' 'took_office' '>' 'value' 'or'
 'took_office' '<' 'value']","['Show' 'the' 'minister' 'who' 'took' 'office' 'after' '1961' 'or'
 'before' '1959' '.']","['CREATE TABLE ""region"" ( ""Region_ID"" int, ""Region_name"" text, ""Date"" text, ""Label"" text, ""Format"" text, ""Catalogue"" text, PRIMARY KEY (""Region_ID"") )', 'CREATE TABLE ""party"" ( ""Party_ID"" int, ""Minister"" text, ""Took_office"" text, ""Left_office"" text, ""Region_ID"" int, ""Party_name"" text, PRIMARY KEY (""Party_ID""), FOREIGN KEY (`Region_ID`) REFERENCES `region`(`Region_ID`) )', 'CREATE TABLE ""member"" ( ""Member_ID"" int, ""Member_Name"" text, ""Party_ID"" text, ""In_office"" text, PRIMARY KEY (""Member_ID""), FOREIGN KEY (`Party_ID`) REFERENCES `party`(`Party_ID`) )', 'CREATE TABLE ""party_events"" ( ""Event_ID"" int, ""Event_Name"" text, ""Party_ID"" int, ""Member_in_charge_ID"" int, PRIMARY KEY (""Event_ID""), FOREIGN KEY (`Party_ID`) REFERENCES `party`(`Party_ID`), FOREIGN KEY (`Member_in_charge_ID`) REFERENCES `member`(`Member_ID`) )']"
3165,station_weather,"SELECT avg(high_temperature) ,  day_of_week FROM weekly_weather GROUP BY day_of_week",What is the average high temperature for each day of week?,"['SELECT' 'avg' '(' 'high_temperature' ')' ',' 'day_of_week' 'FROM'
 'weekly_weather' 'GROUP' 'BY' 'day_of_week']","['select' 'avg' '(' 'high_temperature' ')' ',' 'day_of_week' 'from'
 'weekly_weather' 'group' 'by' 'day_of_week']","['What' 'is' 'the' 'average' 'high' 'temperature' 'for' 'each' 'day' 'of'
 'week' '?']","['CREATE TABLE ""train"" ( ""id"" int, ""train_number"" int, ""name"" text, ""origin"" text, ""destination"" text, ""time"" text, ""interval"" text, primary key (""id"") )', 'CREATE TABLE ""station"" ( ""id"" int, ""network_name"" text, ""services"" text, ""local_authority"" text, primary key (""id"") )', 'CREATE TABLE ""route"" ( ""train_id"" int, ""station_id"" int, primary key (""train_id"", ""station_id""), foreign key (""train_id"") references `train`(""id""), foreign key (""station_id"") references `station`(""id"") )', 'CREATE TABLE ""weekly_weather"" ( ""station_id"" int, ""day_of_week"" text, ""high_temperature"" int, ""low_temperature"" int, ""precipitation"" real, ""wind_speed_mph"" int, primary key (""station_id"", ""day_of_week""), foreign key (""station_id"") references ""station""(""id"") )']"
436,flight_1,"SELECT T1.name ,  T1.salary FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid  =  T2.eid GROUP BY T1.eid ORDER BY count(*) DESC LIMIT 1",What is the salaray and name of the employee that is certified to fly the most planes?,"['SELECT' 'T1.name' ',' 'T1.salary' 'FROM' 'Employee' 'AS' 'T1' 'JOIN'
 'Certificate' 'AS' 'T2' 'ON' 'T1.eid' '=' 'T2.eid' 'GROUP' 'BY' 'T1.eid'
 'ORDER' 'BY' 'count' '(' '*' ')' 'DESC' 'LIMIT' '1']","['select' 't1' '.' 'name' ',' 't1' '.' 'salary' 'from' 'employee' 'as'
 't1' 'join' 'certificate' 'as' 't2' 'on' 't1' '.' 'eid' '=' 't2' '.'
 'eid' 'group' 'by' 't1' '.' 'eid' 'order' 'by' 'count' '(' '*' ')' 'desc'
 'limit' 'value']","['What' 'is' 'the' 'salaray' 'and' 'name' 'of' 'the' 'employee' 'that'
 'is' 'certified' 'to' 'fly' 'the' 'most' 'planes' '?']","['CREATE TABLE flight( flno number(4,0) primary key, origin varchar2(20), destination varchar2(20), distance number(6,0), departure_date date, arrival_date date, price number(7,2), aid number(9,0), foreign key(""aid"") references `aircraft`(""aid""))', 'CREATE TABLE aircraft( aid number(9,0) primary key, name varchar2(30), distance number(6,0))', 'CREATE TABLE employee( eid number(9,0) primary key, name varchar2(30), salary number(10,2))', 'CREATE TABLE certificate( eid number(9,0), aid number(9,0), primary key(eid,aid), foreign key(""eid"") references `employee`(""eid""), foreign key(""aid"") references `aircraft`(""aid""))']"
